algorithm,size,backend,oracle_shots,epsilon,batch
qnn,7,aer_simulator,250,0.25,50
qnn,7,fake_fez,250,0.25,50
qnn,7,fake_kyiv,350,0.25,50
qnn,7,fake_marrakesh,300,0.25,50
qnn,7,fake_sherbrooke,350,0.25,50
qnn,7,fake_torino,400,0.25,50
qnn,8,aer_simulator,300,0.25,50
qnn,8,fake_marrakesh,450,0.25,50
qnn,8,fake_sherbrooke,500,0.25,50
qnn,8,fake_torino,550,0.25,50
qnn,9,aer_simulator,750,0.25,50
qnn,9,fake_fez,1100,0.25,50
qnn,9,fake_kyiv,1250,0.25,50
qnn,9,fake_marrakesh,1100,0.25,50
qnn,9,fake_sherbrooke,1200,0.25,50
qnn,9,fake_torino,1050,0.25,50
qnn,10,aer_simulator,1300,0.25,50
qnn,10,fake_fez,2100,0.25,50
qnn,10,fake_kyiv,2150,0.25,50
qnn,10,fake_marrakesh,2100,0.25,50
qnn,10,fake_sherbrooke,2300,0.25,50
qnn,10,fake_torino,2000,0.25,50
qnn,11,aer_simulator,2350,0.25,50
qnn,11,fake_fez,3800,0.25,50
qnn,11,fake_kyiv,4050,0.25,50
qnn,11,fake_marrakesh,3450,0.25,50
qnn,11,fake_sherbrooke,4100,0.25,50
qnn,11,fake_torino,3850,0.25,50
qnn,12,aer_simulator,3400,0.25,50
qnn,12,fake_fez,6300,0.25,50
qnn,12,fake_kyiv,6400,0.25,50
qnn,12,fake_marrakesh,5800,0.25,50
qnn,12,fake_sherbrooke,6400,0.25,50
qnn,12,fake_torino,6350,0.25,50
qnn,13,aer_simulator,5700,0.25,50
qnn,13,fake_fez,9400,0.25,50
qnn,13,fake_kyiv,9650,0.25,50
qnn,13,fake_marrakesh,9050,0.25,50
qnn,13,fake_sherbrooke,9700,0.25,50
qnn,13,fake_torino,9500,0.25,50
qnn,14,aer_simulator,8550,0.25,50
qnn,14,fake_marrakesh,11700,0.25,50
qnn,14,fake_sherbrooke,12500,0.25,50
qnn,14,fake_torino,12300,0.25,50
qnn,15,aer_simulator,9400,0.25,50
qnn,15,fake_fez,13650,0.25,50
qnn,15,fake_kyiv,14000,0.25,50
qnn,15,fake_marrakesh,13200,0.25,50
qnn,15,fake_sherbrooke,13950,0.25,50
qnn,15,fake_torino,13750,0.25,50
qpeexact,4,aer_simulator,50,0.25,50
qpeexact,4,fake_fez,50,0.25,50
qpeexact,4,fake_kyiv,50,0.25,50
qpeexact,4,fake_marrakesh,50,0.25,50
qpeexact,4,fake_sherbrooke,50,0.25,50
qpeexact,4,fake_torino,50,0.25,50
qpeexact,5,aer_simulator,50,0.25,50
qpeexact,5,fake_fez,50,0.25,50
qpeexact,5,fake_kyiv,50,0.25,50
qpeexact,5,fake_marrakesh,50,0.25,50
qpeexact,5,fake_sherbrooke,50,0.25,50
qpeexact,5,fake_torino,50,0.25,50
qpeexact,6,aer_simulator,50,0.25,50
qpeexact,6,fake_fez,50,0.25,50
qpeexact,6,fake_kyiv,50,0.25,50
qpeexact,6,fake_marrakesh,50,0.25,50
qpeexact,6,fake_sherbrooke,50,0.25,50
qpeexact,6,fake_torino,50,0.25,50
qpeexact,7,aer_simulator,50,0.25,50
qpeexact,7,fake_fez,50,0.25,50
qpeexact,7,fake_kyiv,50,0.25,50
qpeexact,7,fake_marrakesh,50,0.25,50
qpeexact,7,fake_sherbrooke,50,0.25,50
qpeexact,7,fake_torino,50,0.25,50
qpeexact,8,aer_simulator,50,0.25,50
qpeexact,8,fake_fez,50,0.25,50
qpeexact,8,fake_kyiv,150,0.25,50
qpeexact,8,fake_marrakesh,50,0.25,50
qpeexact,8,fake_sherbrooke,150,0.25,50
qpeexact,8,fake_torino,100,0.25,50
qpeexact,9,aer_simulator,50,0.25,50
qpeexact,9,fake_fez,100,0.25,50
qpeexact,9,fake_kyiv,300,0.25,50
qpeexact,9,fake_marrakesh,50,0.25,50
qpeexact,9,fake_sherbrooke,250,0.25,50
qpeexact,9,fake_torino,150,0.25,50
qpeexact,10,aer_simulator,50,0.25,50
qpeexact,10,fake_fez,100,0.25,50
qpeexact,10,fake_kyiv,650,0.25,50
qpeexact,10,fake_marrakesh,100,0.25,50
qpeexact,10,fake_sherbrooke,500,0.25,50
qpeexact,10,fake_torino,250,0.25,50
qpeexact,11,aer_simulator,50,0.25,50
qpeexact,11,fake_fez,300,0.25,50
qpeexact,11,fake_kyiv,1200,0.25,50
qpeexact,11,fake_marrakesh,250,0.25,50
qpeexact,11,fake_sherbrooke,900,0.25,50
qpeexact,11,fake_torino,400,0.25,50
qpeexact,12,aer_simulator,50,0.25,50
qpeexact,12,fake_fez,500,0.25,50
qpeexact,12,fake_kyiv,2050,0.25,50
qpeexact,12,fake_marrakesh,350,0.25,50
qpeexact,12,fake_sherbrooke,1700,0.25,50
qpeexact,12,fake_torino,800,0.25,50
qpeexact,13,aer_simulator,50,0.25,50
qpeexact,13,fake_fez,750,0.25,50
qpeexact,13,fake_kyiv,3750,0.25,50
qpeexact,13,fake_marrakesh,650,0.25,50
qpeexact,13,fake_sherbrooke,3250,0.25,50
qpeexact,13,fake_torino,1700,0.25,50
qpeexact,14,aer_simulator,50,0.25,50
qpeexact,14,fake_fez,1500,0.25,50
qpeexact,14,fake_kyiv,6350,0.25,50
qpeexact,14,fake_marrakesh,900,0.25,50
qpeexact,14,fake_sherbrooke,5100,0.25,50
qpeexact,14,fake_torino,2950,0.25,50
qpeexact,15,aer_simulator,50,0.25,50
qpeexact,15,fake_fez,2950,0.25,50
qpeexact,15,fake_kyiv,9200,0.25,50
qpeexact,15,fake_marrakesh,1650,0.25,50
qpeexact,15,fake_sherbrooke,7850,0.25,50
qpeexact,15,fake_torino,4750,0.25,50
random,4,aer_simulator,50,0.25,50
random,4,fake_fez,50,0.25,50
random,4,fake_kyiv,50,0.25,50
random,4,fake_marrakesh,50,0.25,50
random,4,fake_sherbrooke,50,0.25,50
random,4,fake_torino,50,0.25,50
random,5,aer_simulator,50,0.25,50
random,5,fake_fez,50,0.25,50
random,5,fake_kyiv,100,0.25,50
random,5,fake_marrakesh,50,0.25,50
random,5,fake_sherbrooke,50,0.25,50
random,5,fake_torino,50,0.25,50
random,6,aer_simulator,50,0.25,50
random,6,fake_kyiv,150,0.25,50
random,6,fake_marrakesh,100,0.25,50
random,6,fake_sherbrooke,200,0.25,50
random,6,fake_torino,200,0.25,50
random,7,aer_simulator,50,0.25,50
random,7,fake_fez,300,0.25,50
random,7,fake_kyiv,350,0.25,50
random,7,fake_marrakesh,250,0.25,50
random,7,fake_sherbrooke,300,0.25,50
random,7,fake_torino,250,0.25,50
random,8,aer_simulator,50,0.25,50
random,8,fake_kyiv,650,0.25,50
random,8,fake_marrakesh,450,0.25,50
random,8,fake_sherbrooke,550,0.25,50
random,8,fake_torino,600,0.25,50
random,9,aer_simulator,100,0.25,50
random,9,fake_fez,1000,0.25,50
random,9,fake_kyiv,1150,0.25,50
random,9,fake_marrakesh,900,0.25,50
random,9,fake_sherbrooke,1150,0.25,50
random,9,fake_torino,1000,0.25,50
random,10,aer_simulator,150,0.25,50
random,10,fake_fez,1950,0.25,50
random,10,fake_kyiv,2200,0.25,50
random,10,fake_marrakesh,1800,0.25,50
random,10,fake_sherbrooke,2150,0.25,50
random,10,fake_torino,2300,0.25,50
random,11,aer_simulator,1800,0.25,50
random,11,fake_fez,4000,0.25,50
random,11,fake_kyiv,3950,0.25,50
random,11,fake_marrakesh,4050,0.25,50
random,11,fake_sherbrooke,4100,0.25,50
random,11,fake_torino,3850,0.25,50
random,12,aer_simulator,3000,0.25,50
random,12,fake_kyiv,6750,0.25,50
random,12,fake_marrakesh,6600,0.25,50
random,12,fake_sherbrooke,6850,0.25,50
random,12,fake_torino,6950,0.25,50
random,13,aer_simulator,4250,0.25,50
random,13,fake_fez,9650,0.25,50
random,13,fake_kyiv,9800,0.25,50
random,13,fake_marrakesh,9450,0.25,50
random,13,fake_sherbrooke,9750,0.25,50
random,13,fake_torino,9800,0.25,50
random,14,aer_simulator,3050,0.25,50
random,14,fake_kyiv,12650,0.25,50
random,14,fake_marrakesh,12450,0.25,50
random,14,fake_sherbrooke,12650,0.25,50
random,14,fake_torino,12600,0.25,50
random,15,aer_simulator,9900,0.25,50
random,15,fake_fez,13950,0.25,50
random,15,fake_kyiv,14050,0.25,50
random,15,fake_marrakesh,13950,0.25,50
random,15,fake_sherbrooke,14050,0.25,50
random,15,fake_torino,14100,0.25,50
realamprandom,4,aer_simulator,50,0.25,50
realamprandom,4,fake_fez,50,0.25,50
realamprandom,4,fake_kyiv,50,0.25,50
realamprandom,4,fake_marrakesh,50,0.25,50
realamprandom,4,fake_sherbrooke,50,0.25,50
realamprandom,4,fake_torino,50,0.25,50
realamprandom,5,aer_simulator,100,0.25,50
realamprandom,5,fake_fez,100,0.25,50
realamprandom,5,fake_kyiv,100,0.25,50
realamprandom,5,fake_marrakesh,100,0.25,50
realamprandom,5,fake_sherbrooke,50,0.25,50
realamprandom,5,fake_torino,50,0.25,50
realamprandom,6,aer_simulator,150,0.25,50
realamprandom,6,fake_fez,250,0.25,50
realamprandom,6,fake_kyiv,150,0.25,50
realamprandom,6,fake_marrakesh,150,0.25,50
realamprandom,6,fake_sherbrooke,250,0.25,50
realamprandom,6,fake_torino,200,0.25,50
realamprandom,7,aer_simulator,250,0.25,50
realamprandom,7,fake_fez,250,0.25,50
realamprandom,7,fake_kyiv,400,0.25,50
realamprandom,7,fake_marrakesh,300,0.25,50
realamprandom,7,fake_sherbrooke,300,0.25,50
realamprandom,7,fake_torino,350,0.25,50
realamprandom,8,aer_simulator,200,0.25,50
realamprandom,8,fake_fez,600,0.25,50
realamprandom,8,fake_kyiv,600,0.25,50
realamprandom,8,fake_marrakesh,600,0.25,50
realamprandom,8,fake_sherbrooke,600,0.25,50
realamprandom,8,fake_torino,500,0.25,50
realamprandom,9,aer_simulator,450,0.25,50
realamprandom,9,fake_fez,1150,0.25,50
realamprandom,9,fake_kyiv,1200,0.25,50
realamprandom,9,fake_marrakesh,1200,0.25,50
realamprandom,9,fake_sherbrooke,1300,0.25,50
realamprandom,9,fake_torino,1200,0.25,50
realamprandom,10,aer_simulator,1050,0.25,50
realamprandom,10,fake_fez,2150,0.25,50
realamprandom,10,fake_kyiv,2200,0.25,50
realamprandom,10,fake_marrakesh,2200,0.25,50
realamprandom,10,fake_sherbrooke,2100,0.25,50
realamprandom,10,fake_torino,2250,0.25,50
realamprandom,11,aer_simulator,900,0.25,50
realamprandom,11,fake_fez,3700,0.25,50
realamprandom,11,fake_kyiv,4300,0.25,50
realamprandom,11,fake_marrakesh,3150,0.25,50
realamprandom,11,fake_sherbrooke,4100,0.25,50
realamprandom,11,fake_torino,3900,0.25,50
realamprandom,12,aer_simulator,2200,0.25,50
realamprandom,12,fake_fez,6200,0.25,50
realamprandom,12,fake_kyiv,6600,0.25,50
realamprandom,12,fake_marrakesh,5750,0.25,50
realamprandom,12,fake_sherbrooke,6450,0.25,50
realamprandom,12,fake_torino,6350,0.25,50
realamprandom,13,aer_simulator,3350,0.25,50
realamprandom,13,fake_fez,9400,0.25,50
realamprandom,13,fake_kyiv,9750,0.25,50
realamprandom,13,fake_marrakesh,8850,0.25,50
realamprandom,13,fake_sherbrooke,9600,0.25,50
realamprandom,13,fake_torino,9500,0.25,50
realamprandom,14,aer_simulator,6800,0.25,50
realamprandom,14,fake_fez,12400,0.25,50
realamprandom,14,fake_kyiv,12650,0.25,50
realamprandom,14,fake_marrakesh,11900,0.25,50
realamprandom,14,fake_sherbrooke,12550,0.25,50
realamprandom,14,fake_torino,12450,0.25,50
realamprandom,15,aer_simulator,8750,0.25,50
realamprandom,15,fake_fez,13900,0.25,50
realamprandom,15,fake_kyiv,14050,0.25,50
realamprandom,15,fake_marrakesh,13550,0.25,50
realamprandom,15,fake_sherbrooke,14000,0.25,50
realamprandom,15,fake_torino,13950,0.25,50
su2random,4,aer_simulator,50,0.25,50
su2random,4,fake_fez,50,0.25,50
su2random,4,fake_kyiv,50,0.25,50
su2random,4,fake_marrakesh,50,0.25,50
su2random,4,fake_sherbrooke,100,0.25,50
su2random,4,fake_torino,50,0.25,50
su2random,5,aer_simulator,100,0.25,50
su2random,5,fake_fez,100,0.25,50
su2random,5,fake_kyiv,100,0.25,50
su2random,5,fake_marrakesh,100,0.25,50
su2random,5,fake_sherbrooke,100,0.25,50
su2random,5,fake_torino,100,0.25,50
su2random,6,aer_simulator,150,0.25,50
su2random,6,fake_fez,150,0.25,50
su2random,6,fake_kyiv,150,0.25,50
su2random,6,fake_marrakesh,150,0.25,50
su2random,6,fake_sherbrooke,100,0.25,50
su2random,6,fake_torino,150,0.25,50
su2random,7,aer_simulator,300,0.25,50
su2random,7,fake_fez,350,0.25,50
su2random,7,fake_kyiv,400,0.25,50
su2random,7,fake_marrakesh,250,0.25,50
su2random,7,fake_sherbrooke,400,0.25,50
su2random,7,fake_torino,250,0.25,50
su2random,8,aer_simulator,550,0.25,50
su2random,8,fake_fez,700,0.25,50
su2random,8,fake_kyiv,650,0.25,50
su2random,8,fake_marrakesh,600,0.25,50
su2random,8,fake_sherbrooke,600,0.25,50
su2random,8,fake_torino,650,0.25,50
su2random,9,aer_simulator,1000,0.25,50
su2random,9,fake_fez,1250,0.25,50
su2random,9,fake_kyiv,1200,0.25,50
su2random,9,fake_marrakesh,1150,0.25,50
su2random,9,fake_sherbrooke,1150,0.25,50
su2random,9,fake_torino,1200,0.25,50
su2random,10,aer_simulator,1550,0.25,50
su2random,10,fake_fez,2050,0.25,50
su2random,10,fake_kyiv,2300,0.25,50
su2random,10,fake_marrakesh,2200,0.25,50
su2random,10,fake_sherbrooke,2350,0.25,50
su2random,10,fake_torino,2300,0.25,50
su2random,11,aer_simulator,2900,0.25,50
su2random,11,fake_fez,4100,0.25,50
su2random,11,fake_kyiv,4050,0.25,50
su2random,11,fake_marrakesh,3950,0.25,50
su2random,11,fake_sherbrooke,3950,0.25,50
su2random,11,fake_torino,4200,0.25,50
su2random,12,aer_simulator,4600,0.25,50
su2random,12,fake_fez,6650,0.25,50
su2random,12,fake_kyiv,6600,0.25,50
su2random,12,fake_marrakesh,6600,0.25,50
su2random,12,fake_sherbrooke,6900,0.25,50
su2random,12,fake_torino,6800,0.25,50
su2random,13,aer_simulator,5050,0.25,50
su2random,13,fake_fez,9550,0.25,50
su2random,13,fake_kyiv,9700,0.25,50
su2random,13,fake_marrakesh,9000,0.25,50
su2random,13,fake_sherbrooke,9600,0.25,50
su2random,13,fake_torino,9550,0.25,50
su2random,14,aer_simulator,8900,0.25,50
su2random,14,fake_fez,12350,0.25,50
su2random,14,fake_kyiv,12600,0.25,50
su2random,14,fake_marrakesh,12200,0.25,50
su2random,14,fake_sherbrooke,12550,0.25,50
su2random,14,fake_torino,12500,0.25,50
su2random,15,aer_simulator,10850,0.25,50
su2random,15,fake_fez,14000,0.25,50
su2random,15,fake_kyiv,14000,0.25,50
su2random,15,fake_marrakesh,13800,0.25,50
su2random,15,fake_sherbrooke,14050,0.25,50
su2random,15,fake_torino,14000,0.25,50
twolocalrandom,4,aer_simulator,50,0.25,50
twolocalrandom,4,fake_fez,50,0.25,50
twolocalrandom,4,fake_kyiv,50,0.25,50
twolocalrandom,4,fake_marrakesh,50,0.25,50
twolocalrandom,4,fake_sherbrooke,50,0.25,50
twolocalrandom,4,fake_torino,50,0.25,50
twolocalrandom,5,aer_simulator,100,0.25,50
twolocalrandom,5,fake_fez,100,0.25,50
twolocalrandom,5,fake_kyiv,100,0.25,50
twolocalrandom,5,fake_marrakesh,100,0.25,50
