algorithm,size,backend,oracle_shots,epsilon,batch
ghz,12,fake_torino,2000,0.05,50
ghz,13,aer_simulator,450,0.05,50
ghz,13,fake_fez,1100,0.05,50
ghz,13,fake_kyiv,1800,0.05,50
ghz,13,fake_marrakesh,750,0.05,50
ghz,13,fake_sherbrooke,1950,0.05,50
ghz,13,fake_torino,2250,0.05,50
ghz,14,aer_simulator,100,0.05,50
ghz,14,fake_fez,1350,0.05,50
ghz,14,fake_kyiv,2150,0.05,50
ghz,14,fake_marrakesh,550,0.05,50
ghz,14,fake_sherbrooke,2800,0.05,50
ghz,14,fake_torino,3750,0.05,50
ghz,15,aer_simulator,150,0.05,50
ghz,15,fake_fez,2250,0.05,50
ghz,15,fake_kyiv,3600,0.05,50
ghz,15,fake_marrakesh,800,0.05,50
ghz,15,fake_sherbrooke,3100,0.05,50
ghz,15,fake_torino,3050,0.05,50
qaoa,4,aer_simulator,150,0.05,50
qaoa,4,fake_fez,300,0.05,50
qaoa,4,fake_kyiv,750,0.05,50
qaoa,4,fake_marrakesh,200,0.05,50
qaoa,4,fake_torino,300,0.05,50
qaoa,5,aer_simulator,950,0.05,50
qaoa,5,fake_fez,1200,0.05,50
qaoa,5,fake_kyiv,2150,0.05,50
qaoa,5,fake_marrakesh,900,0.05,50
qaoa,5,fake_sherbrooke,1400,0.05,50
qaoa,5,fake_torino,800,0.05,50
qaoa,6,aer_simulator,1700,0.05,50
qaoa,6,fake_fez,1550,0.05,50
qaoa,6,fake_kyiv,1550,0.05,50
qaoa,6,fake_sherbrooke,2850,0.05,50
qaoa,6,fake_torino,2000,0.05,50
qaoa,7,aer_simulator,4200,0.05,50
qaoa,7,fake_fez,3600,0.05,50
qaoa,7,fake_kyiv,4100,0.05,50
qaoa,7,fake_marrakesh,3350,0.05,50
qaoa,7,fake_sherbrooke,5050,0.05,50
qaoa,7,fake_torino,4000,0.05,50
qaoa,8,aer_simulator,3950,0.05,50
qaoa,8,fake_fez,5200,0.05,50
qaoa,8,fake_marrakesh,4600,0.05,50
qaoa,8,fake_torino,5750,0.05,50
qaoa,9,aer_simulator,4750,0.05,50
qaoa,9,fake_fez,7650,0.05,50
qaoa,9,fake_kyiv,9600,0.05,50
qaoa,9,fake_marrakesh,7400,0.05,50
qaoa,9,fake_sherbrooke,8700,0.05,50
qaoa,9,fake_torino,8300,0.05,50
qaoa,10,aer_simulator,8850,0.05,50
qaoa,10,fake_fez,11250,0.05,50
qaoa,10,fake_kyiv,12450,0.05,50
qaoa,10,fake_marrakesh,11050,0.05,50
qaoa,10,fake_torino,12150,0.05,50
qaoa,11,aer_simulator,9250,0.05,50
qaoa,11,fake_fez,12950,0.05,50
qaoa,11,fake_kyiv,14050,0.05,50
qaoa,11,fake_marrakesh,12350,0.05,50
qaoa,11,fake_sherbrooke,13600,0.05,50
qaoa,11,fake_torino,13750,0.05,50
qaoa,12,aer_simulator,11450,0.05,50
qaoa,12,fake_fez,14350,0.05,50
qaoa,12,fake_kyiv,16100,0.05,50
qaoa,12,fake_sherbrooke,15650,0.05,50
qaoa,12,fake_torino,15550,0.05,50
qaoa,13,aer_simulator,12950,0.05,50
qaoa,13,fake_fez,16350,0.05,50
qaoa,13,fake_kyiv,17350,0.05,50
qaoa,13,fake_marrakesh,16000,0.05,50
qaoa,13,fake_sherbrooke,16950,0.05,50
qaoa,13,fake_torino,16950,0.05,50
qaoa,14,aer_simulator,9050,0.05,50
qaoa,14,fake_fez,15000,0.05,50
qaoa,14,fake_marrakesh,14750,0.05,50
qaoa,14,fake_torino,16850,0.05,50
qaoa,15,aer_simulator,16000,0.05,50
qaoa,15,fake_fez,17700,0.05,50
qaoa,15,fake_kyiv,18350,0.05,50
qaoa,15,fake_marrakesh,17500,0.05,50
qaoa,15,fake_sherbrooke,18200,0.05,50
qaoa,15,fake_torino,18100,0.05,50
qft,4,aer_simulator,1150,0.05,50
qft,4,fake_fez,1050,0.05,50
qft,4,fake_kyiv,1550,0.05,50
qft,4,fake_marrakesh,1650,0.05,50
qft,4,fake_sherbrooke,1200,0.05,50
qft,4,fake_torino,450,0.05,50
qft,5,aer_simulator,1950,0.05,50
qft,5,fake_fez,1600,0.05,50
qft,5,fake_kyiv,2300,0.05,50
qft,5,fake_marrakesh,2250,0.05,50
qft,5,fake_sherbrooke,1550,0.05,50
qft,5,fake_torino,2200,0.05,50
qft,6,aer_simulator,3250,0.05,50
qft,6,fake_kyiv,3000,0.05,50
qft,6,fake_marrakesh,3800,0.05,50
qft,6,fake_sherbrooke,3200,0.05,50
qft,7,aer_simulator,6000,0.05,50
qft,7,fake_fez,5500,0.05,50
qft,7,fake_kyiv,7150,0.05,50
qft,7,fake_marrakesh,5500,0.05,50
qft,7,fake_sherbrooke,6250,0.05,50
qft,7,fake_torino,6100,0.05,50
qft,8,aer_simulator,9750,0.05,50
qft,8,fake_kyiv,8600,0.05,50
qft,8,fake_marrakesh,8700,0.05,50
qft,8,fake_sherbrooke,9650,0.05,50
qft,9,aer_simulator,12100,0.05,50
qft,9,fake_fez,12000,0.05,50
qft,9,fake_kyiv,12450,0.05,50
qft,9,fake_marrakesh,12750,0.05,50
qft,9,fake_sherbrooke,12550,0.05,50
qft,9,fake_torino,12400,0.05,50
qft,10,aer_simulator,15250,0.05,50
qft,10,fake_fez,15000,0.05,50
qft,10,fake_kyiv,15350,0.05,50
qft,10,fake_marrakesh,15200,0.05,50
qft,10,fake_sherbrooke,15200,0.05,50
qft,10,fake_torino,15300,0.05,50
qft,11,aer_simulator,17300,0.05,50
qft,11,fake_fez,17350,0.05,50
qft,11,fake_kyiv,17300,0.05,50
qft,11,fake_marrakesh,17400,0.05,50
qft,11,fake_sherbrooke,17350,0.05,50
qft,11,fake_torino,17400,0.05,50
qft,12,aer_simulator,18600,0.05,50
qft,12,fake_kyiv,18650,0.05,50
qft,12,fake_marrakesh,18600,0.05,50
qft,12,fake_sherbrooke,18600,0.05,50
qft,13,aer_simulator,18850,0.05,50
qft,13,fake_fez,18850,0.05,50
qft,13,fake_kyiv,18850,0.05,50
qft,13,fake_marrakesh,18850,0.05,50
qft,13,fake_sherbrooke,18900,0.05,50
qft,13,fake_torino,18850,0.05,50
qft,14,aer_simulator,18950,0.05,50
qft,14,fake_kyiv,18950,0.05,50
qft,14,fake_marrakesh,18950,0.05,50
qft,14,fake_sherbrooke,18950,0.05,50
qft,15,aer_simulator,19000,0.05,50
qft,15,fake_fez,19000,0.05,50
qft,15,fake_kyiv,19000,0.05,50
qft,15,fake_marrakesh,19000,0.05,50
qft,15,fake_sherbrooke,19000,0.05,50
qft,15,fake_torino,19000,0.05,50
qnn,4,aer_simulator,500,0.05,50
qnn,4,fake_fez,1000,0.05,50
qnn,4,fake_kyiv,900,0.05,50
qnn,4,fake_marrakesh,1400,0.05,50
qnn,4,fake_sherbrooke,950,0.05,50
qnn,4,fake_torino,800,0.05,50
qnn,5,aer_simulator,850,0.05,50
qnn,5,fake_fez,1400,0.05,50
qnn,5,fake_kyiv,1200,0.05,50
qnn,5,fake_marrakesh,1750,0.05,50
qnn,5,fake_sherbrooke,2450,0.05,50
qnn,5,fake_torino,950,0.05,50
qnn,6,aer_simulator,2300,0.05,50
qnn,6,fake_fez,2550,0.05,50
qnn,6,fake_kyiv,2150,0.05,50
qnn,6,fake_marrakesh,1900,0.05,50
qnn,6,fake_sherbrooke,2300,0.05,50
qnn,6,fake_torino,2850,0.05,50
qnn,7,aer_simulator,4900,0.05,50
qnn,7,fake_fez,5800,0.05,50
qnn,7,fake_kyiv,5950,0.05,50
qnn,7,fake_marrakesh,5000,0.05,50
qnn,7,fake_sherbrooke,6500,0.05,50
qnn,7,fake_torino,6050,0.05,50
qnn,8,aer_simulator,6150,0.05,50
qnn,8,fake_marrakesh,7900,0.05,50
qnn,8,fake_sherbrooke,8050,0.05,50
qnn,8,fake_torino,7450,0.05,50
qnn,9,aer_simulator,9850,0.05,50
qnn,9,fake_fez,11400,0.05,50
qnn,9,fake_kyiv,11350,0.05,50
qnn,9,fake_marrakesh,10750,0.05,50
qnn,9,fake_sherbrooke,12200,0.05,50
qnn,9,fake_torino,11650,0.05,50
qnn,10,aer_simulator,13350,0.05,50
qnn,10,fake_fez,14700,0.05,50
qnn,10,fake_kyiv,15400,0.05,50
qnn,10,fake_marrakesh,14650,0.05,50
qnn,10,fake_sherbrooke,15050,0.05,50
qnn,10,fake_torino,14800,0.05,50
qnn,11,aer_simulator,15400,0.05,50
qnn,11,fake_fez,17050,0.05,50
qnn,11,fake_kyiv,17300,0.05,50
qnn,11,fake_marrakesh,16800,0.05,50
qnn,11,fake_sherbrooke,17250,0.05,50
qnn,11,fake_torino,17050,0.05,50
qnn,12,aer_simulator,16800,0.05,50
qnn,12,fake_fez,18300,0.05,50
qnn,12,fake_kyiv,18550,0.05,50
qnn,12,fake_marrakesh,18150,0.05,50
qnn,12,fake_sherbrooke,18500,0.05,50
qnn,12,fake_torino,18400,0.05,50
qnn,13,aer_simulator,17950,0.05,50
qnn,13,fake_fez,18800,0.05,50
qnn,13,fake_kyiv,18850,0.05,50
qnn,13,fake_marrakesh,18750,0.05,50
qnn,13,fake_sherbrooke,18850,0.05,50
qnn,13,fake_torino,18850,0.05,50
qnn,14,aer_simulator,18550,0.05,50
qnn,14,fake_marrakesh,18900,0.05,50
qnn,14,fake_sherbrooke,18950,0.05,50
qnn,14,fake_torino,18950,0.05,50
qnn,15,aer_simulator,18550,0.05,50
qnn,15,fake_fez,19000,0.05,50
qnn,15,fake_kyiv,19000,0.05,50
qnn,15,fake_marrakesh,18950,0.05,50
qnn,15,fake_sherbrooke,19000,0.05,50
qnn,15,fake_torino,19000,0.05,50
qpeexact,4,aer_simulator,50,0.05,50
qpeexact,4,fake_fez,50,0.05,50
qpeexact,4,fake_kyiv,100,0.05,50
qpeexact,4,fake_marrakesh,50,0.05,50
qpeexact,4,fake_sherbrooke,50,0.05,50
qpeexact,4,fake_torino,50,0.05,50
qpeexact,5,aer_simulator,50,0.05,50
qpeexact,5,fake_fez,300,0.05,50
qpeexact,5,fake_kyiv,300,0.05,50
qpeexact,5,fake_marrakesh,100,0.05,50
qpeexact,5,fake_sherbrooke,450,0.05,50
qpeexact,5,fake_torino,550,0.05,50
qpeexact,6,aer_simulator,50,0.05,50
qpeexact,6,fake_fez,450,0.05,50
qpeexact,6,fake_kyiv,1050,0.05,50
qpeexact,6,fake_marrakesh,200,0.05,50
qpeexact,6,fake_sherbrooke,1050,0.05,50
qpeexact,6,fake_torino,500,0.05,50
qpeexact,7,aer_simulator,50,0.05,50
qpeexact,7,fake_fez,650,0.05,50
qpeexact,7,fake_kyiv,900,0.05,50
qpeexact,7,fake_marrakesh,350,0.05,50
qpeexact,7,fake_sherbrooke,1150,0.05,50
qpeexact,7,fake_torino,900,0.05,50
qpeexact,8,aer_simulator,50,0.05,50
qpeexact,8,fake_fez,1250,0.05,50
qpeexact,8,fake_kyiv,3200,0.05,50
qpeexact,8,fake_marrakesh,1050,0.05,50
qpeexact,8,fake_sherbrooke,2800,0.05,50
qpeexact,8,fake_torino,2150,0.05,50
qpeexact,9,aer_simulator,50,0.05,50
qpeexact,9,fake_fez,2800,0.05,50
qpeexact,9,fake_kyiv,5850,0.05,50
qpeexact,9,fake_marrakesh,2300,0.05,50
qpeexact,9,fake_sherbrooke,3750,0.05,50
qpeexact,9,fake_torino,3850,0.05,50
qpeexact,10,aer_simulator,50,0.05,50
qpeexact,10,fake_fez,4600,0.05,50
qpeexact,10,fake_kyiv,8850,0.05,50
qpeexact,10,fake_marrakesh,3250,0.05,50
qpeexact,10,fake_sherbrooke,7250,0.05,50
qpeexact,10,fake_torino,6100,0.05,50
qpeexact,11,aer_simulator,50,0.05,50
qpeexact,11,fake_fez,7000,0.05,50
qpeexact,11,fake_kyiv,12300,0.05,50
qpeexact,11,fake_marrakesh,6100,0.05,50
qpeexact,11,fake_sherbrooke,11250,0.05,50
qpeexact,11,fake_torino,8750,0.05,50
qpeexact,12,aer_simulator,50,0.05,50
qpeexact,12,fake_fez,9900,0.05,50
qpeexact,12,fake_kyiv,15300,0.05,50
qpeexact,12,fake_marrakesh,8950,0.05,50
qpeexact,12,fake_sherbrooke,14100,0.05,50
qpeexact,12,fake_torino,12200,0.05,50
qpeexact,13,aer_simulator,50,0.05,50
qpeexact,13,fake_fez,12000,0.05,50
qpeexact,13,fake_kyiv,17050,0.05,50
qpeexact,13,fake_marrakesh,10300,0.05,50
qpeexact,13,fake_sherbrooke,16300,0.05,50
qpeexact,13,fake_torino,15100,0.05,50
qpeexact,14,aer_simulator,50,0.05,50
qpeexact,14,fake_fez,14700,0.05,50
qpeexact,14,fake_kyiv,18050,0.05,50
qpeexact,14,fake_marrakesh,13100,0.05,50
qpeexact,14,fake_sherbrooke,17650,0.05,50
qpeexact,14,fake_torino,16250,0.05,50
qpeexact,15,aer_simulator,50,0.05,50
qpeexact,15,fake_fez,16350,0.05,50
qpeexact,15,fake_kyiv,18600,0.05,50
qpeexact,15,fake_marrakesh,15200,0.05,50
qpeexact,15,fake_sherbrooke,18300,0.05,50
qpeexact,15,fake_torino,17450,0.05,50
random,4,aer_simulator,100,0.05,50
random,4,fake_fez,700,0.05,50
random,4,fake_kyiv,750,0.05,50
random,4,fake_marrakesh,450,0.05,50
random,4,fake_sherbrooke,850,0.05,50
random,4,fake_torino,450,0.05,50
random,5,aer_simulator,350,0.05,50
random,5,fake_fez,1050,0.05,50
random,5,fake_kyiv,1350,0.05,50
random,5,fake_marrakesh,800,0.05,50
random,5,fake_sherbrooke,1800,0.05,50
random,5,fake_torino,750,0.05,50
random,6,aer_simulator,400,0.05,50
random,6,fake_kyiv,2000,0.05,50
random,6,fake_marrakesh,2700,0.05,50
random,6,fake_sherbrooke,3450,0.05,50
random,6,fake_torino,2100,0.05,50
random,7,aer_simulator,900,0.05,50
random,7,fake_fez,4200,0.05,50
random,7,fake_kyiv,5600,0.05,50
random,7,fake_marrakesh,3550,0.05,50
random,7,fake_sherbrooke,5000,0.05,50
random,7,fake_torino,5600,0.05,50
random,8,aer_simulator,1500,0.05,50
random,8,fake_kyiv,8700,0.05,50
random,8,fake_marrakesh,6850,0.05,50
random,8,fake_sherbrooke,8450,0.05,50
random,8,fake_torino,8250,0.05,50
random,9,aer_simulator,1800,0.05,50
random,9,fake_fez,11800,0.05,50
random,9,fake_kyiv,12750,0.05,50
random,9,fake_marrakesh,10950,0.05,50
random,9,fake_sherbrooke,12150,0.05,50
random,9,fake_torino,12000,0.05,50
random,10,aer_simulator,1950,0.05,50
random,10,fake_fez,14500,0.05,50
random,10,fake_kyiv,15000,0.05,50
random,10,fake_marrakesh,14300,0.05,50
random,10,fake_sherbrooke,15400,0.05,50
random,10,fake_torino,15000,0.05,50
random,11,aer_simulator,14500,0.05,50
random,11,fake_fez,17300,0.05,50
random,11,fake_kyiv,17350,0.05,50
random,11,fake_marrakesh,17250,0.05,50
random,11,fake_sherbrooke,17450,0.05,50
random,11,fake_torino,17350,0.05,50
random,12,aer_simulator,16500,0.05,50
random,12,fake_kyiv,18600,0.05,50
random,12,fake_marrakesh,18500,0.05,50
random,12,fake_sherbrooke,18600,0.05,50
random,12,fake_torino,18600,0.05,50
random,13,aer_simulator,17000,0.05,50
random,13,fake_fez,18850,0.05,50
random,13,fake_kyiv,18900,0.05,50
random,13,fake_marrakesh,18800,0.05,50
random,13,fake_sherbrooke,18850,0.05,50
random,13,fake_torino,18850,0.05,50
random,14,aer_simulator,16450,0.05,50
random,14,fake_kyiv,18950,0.05,50
random,14,fake_marrakesh,18950,0.05,50
random,14,fake_sherbrooke,18950,0.05,50
random,14,fake_torino,18950,0.05,50
random,15,aer_simulator,18750,0.05,50
random,15,fake_fez,19000,0.05,50
random,15,fake_kyiv,19000,0.05,50
random,15,fake_marrakesh,19000,0.05,50
random,15,fake_sherbrooke,19000,0.05,50
random,15,fake_torino,19000,0.05,50
realamprandom,4,aer_simulator,300,0.05,50
realamprandom,4,fake_fez,250,0.05,50
realamprandom,4,fake_kyiv,300,0.05,50
realamprandom,4,fake_marrakesh,550,0.05,50
realamprandom,4,fake_sherbrooke,600,0.05,50
realamprandom,4,fake_torino,500,0.05,50
realamprandom,5,aer_simulator,1300,0.05,50
realamprandom,5,fake_fez,1600,0.05,50
realamprandom,5,fake_kyiv,1700,0.05,50
realamprandom,5,fake_marrakesh,2400,0.05,50
realamprandom,5,fake_sherbrooke,1500,0.05,50
realamprandom,5,fake_torino,2000,0.05,50
realamprandom,6,aer_simulator,2000,0.05,50
realamprandom,6,fake_fez,3650,0.05,50
realamprandom,6,fake_kyiv,3100,0.05,50
realamprandom,6,fake_marrakesh,3300,0.05,50
realamprandom,6,fake_sherbrooke,2300,0.05,50
realamprandom,6,fake_torino,2600,0.05,50
realamprandom,7,aer_simulator,3450,0.05,50
realamprandom,7,fake_fez,4850,0.05,50
realamprandom,7,fake_kyiv,6250,0.05,50
realamprandom,7,fake_marrakesh,4650,0.05,50
realamprandom,7,fake_sherbrooke,5250,0.05,50
realamprandom,7,fake_torino,5750,0.05,50
realamprandom,8,aer_simulator,5600,0.05,50
realamprandom,8,fake_fez,8550,0.05,50
realamprandom,8,fake_kyiv,8700,0.05,50
realamprandom,8,fake_marrakesh,7750,0.05,50
realamprandom,8,fake_sherbrooke,8900,0.05,50
realamprandom,8,fake_torino,8350,0.05,50
realamprandom,9,aer_simulator,7750,0.05,50
realamprandom,9,fake_fez,12100,0.05,50
realamprandom,9,fake_kyiv,12300,0.05,50
realamprandom,9,fake_marrakesh,11250,0.05,50
realamprandom,9,fake_sherbrooke,12600,0.05,50
realamprandom,9,fake_torino,11650,0.05,50
realamprandom,10,aer_simulator,12400,0.05,50
realamprandom,10,fake_fez,15000,0.05,50
realamprandom,10,fake_kyiv,15400,0.05,50
realamprandom,10,fake_marrakesh,14700,0.05,50
realamprandom,10,fake_sherbrooke,15400,0.05,50
realamprandom,10,fake_torino,15050,0.05,50
realamprandom,11,aer_simulator,10650,0.05,50
realamprandom,11,fake_fez,16850,0.05,50
realamprandom,11,fake_kyiv,17300,0.05,50
realamprandom,11,fake_marrakesh,16600,0.05,50
realamprandom,11,fake_sherbrooke,17150,0.05,50
realamprandom,11,fake_torino,17100,0.05,50
realamprandom,12,aer_simulator,15500,0.05,50
realamprandom,12,fake_fez,18300,0.05,50
realamprandom,12,fake_kyiv,18600,0.05,50
realamprandom,12,fake_marrakesh,18100,0.05,50
realamprandom,12,fake_sherbrooke,18500,0.05,50
realamprandom,12,fake_torino,18350,0.05,50
realamprandom,13,aer_simulator,16700,0.05,50
realamprandom,13,fake_fez,18800,0.05,50
realamprandom,13,fake_kyiv,18850,0.05,50
realamprandom,13,fake_marrakesh,18700,0.05,50
realamprandom,13,fake_sherbrooke,18850,0.05,50
realamprandom,13,fake_torino,18850,0.05,50
realamprandom,14,aer_simulator,18250,0.05,50
realamprandom,14,fake_fez,18950,0.05,50
realamprandom,14,fake_kyiv,18950,0.05,50
realamprandom,14,fake_marrakesh,18900,0.05,50
realamprandom,14,fake_sherbrooke,18950,0.05,50
realamprandom,14,fake_torino,18950,0.05,50
realamprandom,15,aer_simulator,18550,0.05,50
realamprandom,15,fake_fez,19000,0.05,50
realamprandom,15,fake_kyiv,19000,0.05,50
realamprandom,15,fake_marrakesh,19000,0.05,50
realamprandom,15,fake_sherbrooke,19000,0.05,50
realamprandom,15,fake_torino,19000,0.05,50
su2random,4,aer_simulator,750,0.05,50
su2random,4,fake_fez,800,0.05,50
su2random,4,fake_kyiv,1250,0.05,50
su2random,4,fake_marrakesh,750,0.05,50
su2random,4,fake_sherbrooke,1200,0.05,50
su2random,4,fake_torino,1000,0.05,50
su2random,5,aer_simulator,2300,0.05,50
su2random,5,fake_fez,1450,0.05,50
su2random,5,fake_kyiv,2500,0.05,50
su2random,5,fake_marrakesh,1250,0.05,50
su2random,5,fake_sherbrooke,1950,0.05,50
su2random,5,fake_torino,1850,0.05,50
su2random,6,aer_simulator,1650,0.05,50
su2random,6,fake_fez,3000,0.05,50
su2random,6,fake_kyiv,3150,0.05,50
su2random,6,fake_marrakesh,2950,0.05,50
su2random,6,fake_sherbrooke,3100,0.05,50
su2random,6,fake_torino,3200,0.05,50
su2random,7,aer_simulator,4550,0.05,50
su2random,7,fake_fez,5200,0.05,50
su2random,7,fake_kyiv,6350,0.05,50
su2random,7,fake_marrakesh,3700,0.05,50
su2random,7,fake_sherbrooke,4950,0.05,50
su2random,7,fake_torino,5400,0.05,50
su2random,8,aer_simulator,6850,0.05,50
su2random,8,fake_fez,8550,0.05,50
su2random,8,fake_kyiv,8200,0.05,50
su2random,8,fake_marrakesh,9150,0.05,50
su2random,8,fake_sherbrooke,9300,0.05,50
su2random,8,fake_torino,8800,0.05,50
su2random,9,aer_simulator,10750,0.05,50
su2random,9,fake_fez,11750,0.05,50
su2random,9,fake_kyiv,12550,0.05,50
su2random,9,fake_marrakesh,12000,0.05,50
su2random,9,fake_sherbrooke,13000,0.05,50
su2random,9,fake_torino,12450,0.05,50
su2random,10,aer_simulator,13950,0.05,50
su2random,10,fake_fez,15250,0.05,50
su2random,10,fake_kyiv,15450,0.05,50
su2random,10,fake_marrakesh,15000,0.05,50
su2random,10,fake_sherbrooke,15000,0.05,50
su2random,10,fake_torino,15000,0.05,50
su2random,11,aer_simulator,16250,0.05,50
su2random,11,fake_fez,17350,0.05,50
su2random,11,fake_kyiv,17350,0.05,50
su2random,11,fake_marrakesh,17350,0.05,50
su2random,11,fake_sherbrooke,17200,0.05,50
su2random,11,fake_torino,17400,0.05,50
su2random,12,aer_simulator,17550,0.05,50
su2random,12,fake_fez,18550,0.05,50
su2random,12,fake_kyiv,18600,0.05,50
su2random,12,fake_marrakesh,18500,0.05,50
su2random,12,fake_sherbrooke,18600,0.05,50
su2random,12,fake_torino,18600,0.05,50
su2random,13,aer_simulator,17650,0.05,50
su2random,13,fake_fez,18850,0.05,50
su2random,13,fake_kyiv,18850,0.05,50
su2random,13,fake_marrakesh,18750,0.05,50
su2random,13,fake_sherbrooke,18850,0.05,50
su2random,13,fake_torino,18850,0.05,50
su2random,14,aer_simulator,18600,0.05,50
su2random,14,fake_fez,18950,0.05,50
su2random,14,fake_kyiv,18950,0.05,50
su2random,14,fake_marrakesh,18950,0.05,50
su2random,14,fake_sherbrooke,18950,0.05,50
su2random,14,fake_torino,18950,0.05,50
su2random,15,aer_simulator,18800,0.05,50
su2random,15,fake_fez,19000,0.05,50
su2random,15,fake_kyiv,19000,0.05,50
su2random,15,fake_marrakesh,19000,0.05,50
su2random,15,fake_sherbrooke,19000,0.05,50
su2random,15,fake_torino,19000,0.05,50
twolocalrandom,4,aer_simulator,150,0.05,50
